bc_id,bc_type,bc_modif1,bc_modif2,bc_temp,bc_time,bc_rate,bc_oc,bc_ssa,bc_idig,bc_co,bc_loading,oxi_mw,oxi_srp,oxi_bde,oxi_pka,oxi_loading,op_mw,op_kow,op_pka,op_conc,ph,k
NB-Wheat straw BC,Plant,Heteroatom,Pristine,700,1,10,0.1910299,72.01,1.214,5.03,0.02,192.11,2.08,92,-3.5,0.19211,444.435,-1.19,3.3,30,7,0.0068
N-litchi branch BC,Plant,Heteroatom,Pristine,800,1.5,10,0.124229979,821,0.97,2.86,0.1,192.11,2.08,92,-3.5,0.96055,228.29,3.32,9.6,10,7,0.0162
Celluose BC,Plant,Pristine,Pristine,500,1,10,0.188068253,35.02,0.73,25.22,0.5,192.11,2.08,92,-3.5,0.5,361.368,0.83,6.3,10,7,0.0009
Celluose BC,Plant,Pristine,Pristine,1000,1,10,0.085391516,58.88,1.18,8.13,0.5,192.11,2.08,92,-3.5,0.5,361.368,0.83,6.3,10,7,0.0051
wallnut shell BC,Plant,Acid,Pristine,700,1,10,0.043,359,0.931,8.3,2,192.11,2.08,92,-3.5,0.38422,278.33,0.25,7.59,20,3.5,0.0122
cotton stalks BC,Plant,Acid,Pristine,700,1,10,0.047,179,0.839,6.8,2,192.11,2.08,92,-3.5,0.38422,278.33,0.25,7.59,20,3.5,0.0024
Spirulina BC,Algae,Pristine,Pristine,700,2,10,0.411262799,157,3.67,13.84,0.1,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,10,7,0.0001
N-Spirulina BC,Algae,Basic,Heteroatom,500,2,10,0.563909774,389,3.25,12.09,0.1,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,10,7,0.0051
N-Spirulina BC,Algae,Basic,Heteroatom,600,2,10,0.467908903,945,3.55,13.6,0.1,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,10,7,0.0178
N-Spirulina BC,Algae,Basic,Heteroatom,700,2,10,0.369620253,737,3.73,14.43,0.1,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,10,7,0.0648
N Corn straw BC,Plant,Heteroatom,Pristine,700,1,5,0.121,6.26,1.04,6.8,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.009
N Corn straw BC,Plant,Heteroatom,Pristine,800,1,5,0.102,27.1,1.1,7.3,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.023
N Corn straw BC,Plant,Heteroatom,Pristine,900,1,5,0.243,557,1.07,5.3,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.065
N Corn straw BC,Plant,Heteroatom,Pristine,1000,1,5,0.213,633,1.04,6.2,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.261
N Corn straw BC,Plant,Heteroatom,Pristine,800,0.166666667,5,0.095,7.6,1.11,4.4,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.017
N Corn straw BC,Plant,Heteroatom,Pristine,800,2,5,0.073,367,1.09,5.2,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.033
N Corn straw BC,Plant,Heteroatom,Pristine,800,3,5,0.057,453,1.04,7.3,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.035
N Corn straw BC,Plant,Heteroatom,Acid,800,2,5,0.164,357,1.25,10.9,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.068
N Corn straw BC,Plant,Heteroatom,Acid,800,2,5,0.158,434,1.15,10.4,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.115
N Corn straw BC,Plant,Heteroatom,Basic,800,2,5,0.189,364,1.2,14.3,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.03
N Corn straw BC,Plant,Heteroatom,Basic,800,2,5,0.192,443,1.15,10.2,0.015,152.2,1.82,377,9.3,0.1522,163,3.17,7.89,8.15,7,0.059
sludge BC,Sludge,Pristine,Pristine,700,3,5,0.91325811,17.81,0.9813,25.24,0.03,152.2,1.82,377,9.3,0.1,228.29,3.32,9.6,100,7,0.0206
acetate- SBC,Sludge,Basic,Pristine,700,3,5,1.087427626,25.0182,0.9025,24.7,0.03,152.2,1.82,377,9.3,0.1,228.29,3.32,9.6,100,7,0.0557
NS pine needle BC,Plant,Heteroatom,Heteroatom,800,2,10,0.057955619,372.9,1.215,17,0.1,192.11,2.08,92,-3.5,1.15266,444.435,-1.19,3.3,40,4,0.0971
tea leaves BC,Plant,Pristine,Pristine,600,2,5,0.315,64.586,0.92,32.46,0.8,192.11,2.08,92,-3.5,0.76844,444.435,-1.19,3.3,10,6.3,0.00953
chicken manure BC,Sludge,Acid,Pristine,600,2,5,0.102007322,157.41,0.9,25.6,0.3,152.2,1.82,377,9.3,0.0761,361.368,0.83,6.3,18.0684,5.26,0.03102
Dairy manure BC,Sludge,Pristine,Pristine,400,2,10,0.476096013,21.02,0.828,12.17,0.1,152.2,1.82,377,9.3,0.3805,253.279,0.89,1.6,15,5.56,0.0118
Dairy manure BC,Sludge,Pristine,Pristine,500,2,10,0.515175404,58.95,0.859,15.14,0.1,152.2,1.82,377,9.3,0.3805,253.279,0.89,1.6,15,5.56,0.0127
Dairy manure BC,Sludge,Pristine,Pristine,600,2,10,0.375793799,207.81,0.924,13.81,0.1,152.2,1.82,377,9.3,0.3805,253.279,0.89,1.6,15,5.56,0.0131
Dairy manure BC,Sludge,Pristine,Pristine,700,2,10,0.41065526,238.45,0.933,12.01,0.1,152.2,1.82,377,9.3,0.3805,253.279,0.89,1.6,15,5.56,0.018
Dairy manure BC,Sludge,Pristine,Pristine,800,2,10,0.459691587,251.57,0.997,6.78,0.1,152.2,1.82,377,9.3,0.3805,253.279,0.89,1.6,15,5.56,0.0245
preserved wood BC,Plant,Pristine,Pristine,450,2,2,0.178309487,93.37,1.23,5.2,0.5,152.2,1.82,377,9.3,0.1522,228.29,3.32,9.6,4.5658,6.95,0.0026
preserved wood BC,Plant,Pristine,Pristine,900,2,2,0.156075543,697.14,1.1,9.8,0.5,152.2,1.82,377,9.3,0.1522,228.29,3.32,9.6,4.5658,6.95,0.0421
sludge BC,Sludge,Pristine,Pristine,700,2,20,0.715355805,52.7,1.03,17.5,0.2,152.2,1.82,377,9.3,0.09132,331.346,0.8,6.09,15,6.3,0.02
sludge BC,Sludge,Pristine,Pristine,900,4,5,0.242636046,110.43,1.07,11.44,1,152.2,1.82,377,9.3,0.1522,414.07,4.81,3.8,2,6.4,0.012
EDTA sludge BC,Sludge,Acid,Pristine,900,4,5,0.228333635,34.94,1.06,18.9,1,152.2,1.82,377,9.3,0.1522,414.07,4.81,3.8,2,6.4,0.054
H2SO4 EDTA sludge BC,Sludge,Acid,Acid,900,4,5,0.261315417,110.86,1.09,12.97,1,152.2,1.82,377,9.3,0.1522,414.07,4.81,3.8,2,6.4,0.009
ball milling fish scale BC,Bone,Pristine,Pristine,600,2,10,1.756570966,59.3,0.89,60.61,0.1,152.2,1.82,377,9.3,0.3044,296.148,4.5,4.15,10,5.74,0.01292
NP fish scale BC,Bone,Heteroatom,Heteroatom,600,2,10,0.453972699,208.8,0.93,68.16,0.1,152.2,1.82,377,9.3,0.3044,296.148,4.5,4.15,10,5.74,0.3974
swirled PB,Bone,Heteroatom,Pristine,600,2,10,0.255994043,95.36,0.87,51.83,0.1,152.2,1.82,377,9.3,0.3044,296.148,4.5,4.15,10,5.74,0.08221
swirled BMB,Bone,Heteroatom,Pristine,600,2,10,0.412845642,129.3,0.9,40.16,0.1,152.2,1.82,377,9.3,0.3044,296.148,4.5,4.15,10,5.74,0.02823
Sawdust BC,Plant,Pristine,Pristine,700,2,10,0.14,268.6,0.98,4.04,0.05,192.11,2.08,92,-3.5,0.19211,444.435,-1.19,3.3,200,3.6,0.0032
Bagasse powder BC,Plant,Pristine,Pristine,800,2,10,0.344960772,645.94,1.115,13.37,0.5,192.11,2.08,92,-3.5,0.38422,444.435,-1.19,3.3,100,6.5,0.00117
Bagasse powder BC pre-acid,Plant,Acid,Pristine,800,2,10,0.193181818,519.29,1.087,9.3,0.5,192.11,2.08,92,-3.5,0.38422,444.435,-1.19,3.3,100,6.5,0.00756
Bagasse powder BC post-acid,Plant,Acid,Pristine,800,2,10,0.215048627,511.75,1.107,8.12,0.5,192.11,2.08,92,-3.5,0.38422,444.435,-1.19,3.3,100,6.5,0.0539
Citric acid sludge,Sludge,Pristine,Pristine,700,1.5,10,0.43714927,28.26,1,16.8,0.2,192.11,2.08,92,-3.5,1.15266,94.11,1.46,9.99,20,7.4,0.0016
Sewage sludge,Sludge,Pristine,Pristine,700,1.5,10,0.017420158,46,1.09,17.2,0.2,192.11,2.08,92,-3.5,1.15266,94.11,1.46,9.99,20,7.4,0.0037
sewage sludge,Sludge,Pristine,Pristine,400,2,10,0.437086093,36.8688,3.03,7.48,0.5,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,0.001,7,0.0033
sewage sludge,Sludge,Pristine,Pristine,600,2,10,0.618951613,53.2566,4.16,4.37,0.5,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,0.001,7,0.0173
sewage sludge,Sludge,Pristine,Pristine,800,2,10,1.518151815,44.3925,2.51,8.36,0.5,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,0.001,7,0.0232
passion fruit shell BC,Plant,Acid,Pristine,600,2,5,0.204252181,184.05,0.95,59.58,0.4,152.2,1.82,377,9.3,0.3,444.435,-1.19,3.3,20,5.4,0.00241
passion fruit shell BC,Plant,Acid,Pristine,700,2,5,0.114436818,209.53,1.02,60.45,0.4,152.2,1.82,377,9.3,0.3,444.435,-1.19,3.3,20,5.4,0.00352
passion fruit shell BC,Plant,Acid,Pristine,800,2,5,0.099137448,215.99,1.13,62.78,0.4,152.2,1.82,377,9.3,0.3,444.435,-1.19,3.3,20,5.4,0.00855
passion fruit shell BC,Plant,Acid,Pristine,900,2,5,0.104549529,536.55,1.2,69.43,0.4,152.2,1.82,377,9.3,0.3,444.435,-1.19,3.3,20,5.4,0.0317
passion fruit shell BC,Plant,Acid,Pristine,1000,2,5,0.104393166,338.26,1.14,55.6,0.4,152.2,1.82,377,9.3,0.3,444.435,-1.19,3.3,20,5.4,0.0211
Sugarcane biochar ,Plant,Pristine,Pristine,700,1,7,0.14,26.53,0.74,9.49,0.5,152.2,1.82,377,9.3,1,228.29,3.32,9.6,20,7,0.0007
Sugarcane biochar ,Plant,Pristine,Pristine,800,1,7,0.12,34.38,0.88,5.18,0.5,152.2,1.82,377,9.3,1,228.29,3.32,9.6,20,7,0.0011
Sugarcane biochar ,Plant,Pristine,Pristine,900,1,7,0.11,602.52,0.96,3.96,0.5,152.2,1.82,377,9.3,1,228.29,3.32,9.6,20,7,0.0053
Sewage sludge,Sludge,Pristine,Pristine,300,2,10,0.520987654,14.4,0.929,7,0.2,152.2,1.82,377,9.3,0.12176,253.279,0.89,1.6,10.13116,3.4,0.0138
Sewage sludge,Sludge,Pristine,Pristine,400,2,10,0.573459716,18.5,0.919,6.5,0.2,152.2,1.82,377,9.3,0.12176,253.279,0.89,1.6,10.13116,3.4,0.0127
Sewage sludge,Sludge,Pristine,Pristine,500,2,10,0.634660422,13.7,1.02,9.2,0.2,152.2,1.82,377,9.3,0.12176,253.279,0.89,1.6,10.13116,3.4,0.0116
Sewage sludge,Sludge,Pristine,Pristine,600,2,10,0.526530612,19.7,1.04,6.4,0.2,152.2,1.82,377,9.3,0.12176,253.279,0.89,1.6,10.13116,3.4,0.0132
Sewage sludge,Sludge,Pristine,Pristine,700,2,10,0.489051095,28.4,1.06,6.2,0.2,152.2,1.82,377,9.3,0.12176,253.279,0.89,1.6,10.13116,3.4,0.0172
Sewage sludge,Sludge,Pristine,Pristine,800,2,10,0.593862816,28.7,1.09,8.36,0.2,152.2,1.82,377,9.3,0.12176,253.279,0.89,1.6,10.13116,3.4,0.077
Sewage sludge,Sludge,Pristine,Pristine,900,2,10,0.638146168,36.5,1.08,7.586666667,0.2,152.2,1.82,377,9.3,0.12176,253.279,0.89,1.6,10.13116,3.4,0.0056
sludge biochar,Sludge,Pristine,Pristine,700,2,5,0.829501916,47.28,0.97,90.63,0.5,152.2,1.82,377,9.3,0.1522,228.29,3.32,9.6,20,6.2,0.0082
sulfur sludge biochar,Sludge,Heteroatom,Pristine,700,2,5,0.656845754,83.02,0.96,7.34,0.5,152.2,1.82,377,9.3,0.1522,228.29,3.32,9.6,20,6.2,0.0252
sludge biochar,Sludge,Pristine,Pristine,700,2,5,0.829501916,47.28,0.97,90.63,0.5,192.11,2.08,92,-3.5,0.19211,228.29,3.32,9.6,20,6.2,0.0072
sulfur sludge biochar,Sludge,Heteroatom,Pristine,700,2,5,0.656845754,83.02,0.96,7.34,0.5,192.11,2.08,92,-3.5,0.19211,228.29,3.32,9.6,20,6.2,0.03
Fe pine BC,Plant,Metal,Pristine,900,2,5,0.168553459,303.2,0.51,15.5,0.06,192.11,2.08,92,-3.5,0.57633,253.279,0.89,1.6,10,5.4,0.08
corn cob BC,Plant,Acid,Pristine,800,2.5,5,0.352137767,416.1,1.021,6.71,0.2,192.11,2.08,92,-3.5,1,163,3.17,7.89,100,7,0.010333333
tangerine carps BC,Plant,Acid,Pristine,750,1.5,10,0.12325953,611.21,0.36,12.87,0.2,152.2,1.82,377,9.3,0.48704,94.11,1.46,9.99,50,6,0.031
tangerine carps BC,Plant,Acid,Pristine,800,1.5,10,0.120839033,855.04,0.42,19.05,0.2,152.2,1.82,377,9.3,0.48704,94.11,1.46,9.99,50,6,0.106
tangerine carps BC,Plant,Acid,Pristine,900,1.5,10,0.096210241,922.13,0.48,23.23,0.2,152.2,1.82,377,9.3,0.48704,94.11,1.46,9.99,50,6,0.557
epicarp tangerine BC,Plant,Acid,Pristine,900,1.5,10,0.143910144,245.66,0.4,9.87,0.2,152.2,1.82,377,9.3,0.48704,94.11,1.46,9.99,50,6,0.0051
Enteromorpha BC,Algae,Pristine,Pristine,400,2,10,0.667125803,28.32,0.82,5.2,0.05,192.11,2.08,92,-3.5,0.76844,253.279,0.89,1.6,5,6,0.005
activated Enteromorpha BC,Algae,Basic,Pristine,500,2,10,0.638581777,984.41,0.98,5.4,0.05,192.11,2.08,92,-3.5,0.76844,253.279,0.89,1.6,5,6,0.0116
activated Enteromorpha BC,Algae,Basic,Pristine,600,2,10,0.511952191,1156.1,0.99,5.5,0.05,192.11,2.08,92,-3.5,0.76844,253.279,0.89,1.6,5,6,0.0141
activated Enteromorpha BC,Algae,Basic,Pristine,700,2,10,0.289359316,2641.3,1.04,5.6,0.05,192.11,2.08,92,-3.5,0.76844,253.279,0.89,1.6,5,6,0.0146
activated Enteromorpha BC,Algae,Basic,Pristine,900,2,10,0.260077305,979.89,1.08,5.8,0.05,192.11,2.08,92,-3.5,0.76844,253.279,0.89,1.6,5,6,0.0201
sewage sludge BC,Sludge,Pristine,Pristine,300,2,10,0.455149502,93,0.929,7,1,192.11,2.08,92,-3.5,3.8422,144.17,2.7,9.51,288.34,7,0.0009
sewage sludge BC,Sludge,Pristine,Pristine,600,2,10,0.690566038,378,1.04,6.4,1,192.11,2.08,92,-3.5,3.8422,144.17,2.7,9.51,288.34,7,0.00208
sewage sludge BC,Sludge,Pristine,Pristine,800,2,10,0.393665158,216,2.51,8.36,1,192.11,2.08,92,-3.5,3.8422,144.17,2.7,9.51,288.34,7,0.0133
N reed BC,Plant,Heteroatom,Pristine,700,1.5,5,0.1473263,283.9,0.95,1.39,0.2,192.11,2.08,92,-3.5,0.38422,452.38,-4.56,11.5,50,7.4,0.232
N reed BC,Plant,Heteroatom,Pristine,800,1.5,5,0.110996327,351.3,0.98,2.53,0.2,192.11,2.08,92,-3.5,0.38422,452.38,-4.56,11.5,50,7.4,0.252
N reed BC,Plant,Heteroatom,Pristine,900,1.5,5,0.11916154,496.7,1.06,3.67,0.2,192.11,2.08,92,-3.5,0.38422,452.38,-4.56,11.5,50,7.4,0.288
N reed BC,Plant,Heteroatom,Pristine,900,1.5,5,0.11916154,496.7,1.06,3.67,0.2,192.11,2.08,92,-3.5,0.38422,94.11,1.46,9.99,50,7.4,0.206
N reed BC,Plant,Heteroatom,Pristine,900,1.5,5,0.11916154,496.7,1.06,3.67,0.2,192.11,2.08,92,-3.5,0.38422,253.279,0.89,1.6,50,7.4,0.214
N reed BC,Plant,Heteroatom,Pristine,900,1.5,5,0.11916154,496.7,1.06,3.67,0.2,192.11,2.08,92,-3.5,0.38422,228.29,3.32,9.6,50,7.4,0.184
sawdust BC,Plant,Pristine,Pristine,700,2,10,0.06,208.59,0.98,4.04,1.5,192.11,2.08,92,-3.5,1.72899,350.32,2.35,8.26,50,6,0.0174
Spirulina BC,Algae,Pristine,Pristine,400,2,15,0.231718898,67,0.91,11.8,0.5,192.11,2.08,92,-3.5,1.15266,253.279,0.89,1.6,20,6,0.0061
Spirulina BC,Algae,Pristine,Pristine,700,2,15,0.056231003,88.6,0.91,11.9,0.5,192.11,2.08,92,-3.5,1.15266,253.279,0.89,1.6,20,6,0.0459
Spirulina BC,Algae,Pristine,Pristine,900,2,15,0.029535865,117.9,0.85,12.7,0.5,192.11,2.08,92,-3.5,1.15266,253.279,0.89,1.6,20,6,0.075
Acid Spirulina BC,Algae,Acid,Pristine,900,2,15,0.107056614,370.1,0.79,15.4,0.5,192.11,2.08,92,-3.5,1.15266,253.279,0.89,1.6,20,6,0.143
Acid Spirulina BC,Algae,Acid,Pristine,900,2,15,0.107056614,370.1,0.79,15.4,0.5,192.11,2.08,92,-3.5,1.15266,94.11,1.46,9.99,20,6,0.351
Acid Spirulina BC,Algae,Acid,Pristine,900,2,15,0.107056614,370.1,0.79,15.4,0.5,192.11,2.08,92,-3.5,1.15266,228.29,3.32,9.6,20,6,0.294
Acid Spirulina BC,Algae,Acid,Pristine,900,2,15,0.107056614,370.1,0.79,15.4,0.5,192.11,2.08,92,-3.5,1.15266,452.38,-4.56,11.5,20,6,0.257
Acid Spirulina BC,Algae,Acid,Pristine,900,2,15,0.107056614,370.1,0.79,15.4,0.5,192.11,2.08,92,-3.5,1.15266,278.33,0.25,7.59,20,6,0.159
acid shrimp shell BC,Bone,Acid,Pristine,400,2,5,0.116507266,3.3,0.924,5.18,0.2,192.11,2.08,92,-3.5,0.5,163,3.17,7.89,100,5.82,0.00178
acid shrimp shell BC,Bone,Acid,Pristine,600,2,5,0.124473919,376,1.005,5.88,0.2,192.11,2.08,92,-3.5,0.5,163,3.17,7.89,100,5.82,0.0048
acid shrimp shell BC,Bone,Acid,Pristine,800,2,5,0.077407848,594,1.039,4.25,0.2,192.11,2.08,92,-3.5,0.5,163,3.17,7.89,100,5.82,0.05215
Bone BC,Bone,Pristine,Pristine,900,2,10,0.103265666,112,1.0189,47.14,0.1,192.11,2.08,92,-3.5,1,151.163,1.46,9.5,20,7,0.3111
Activated B Wheat straw BC,Plant,Acid,Heteroatom,900,2,5,0.399585261,1189.88,1.24,16.9,0.1,192.11,2.08,92,-3.5,0.19211,253.279,0.89,1.6,20,6.3,0.05
Rice straw BC,Plant,Pristine,Pristine,1000,4,5,0.078815589,172.3,1.03,5,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.0223
N Rice straw BC,Plant,Heteroatom,Pristine,1000,4,5,0.087110401,158.3,1.01,6.8,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.0238
S Rice straw BC,Plant,Heteroatom,Pristine,1000,4,5,0.049602959,105.6,0.91,5.1,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.0184
NS Rice straw BC,Plant,Heteroatom,Heteroatom,1000,4,5,0.074648516,109.2,0.94,5.4,1,152.2,1.82,377,9.3,0.6088,283.8,3.13,1.6,5,6,0.019
Candida utilis BC,Algae,Pristine,Pristine,700,2,5,0.15470297,3.8,0.68,6.57,0.4,152.2,1.82,377,9.3,0.4,228.29,3.32,9.6,20,7,0.01
N Candida utilis BC,Algae,Heteroatom,Pristine,700,2,5,0.090515222,47.1,0.81,12.02,0.4,152.2,1.82,377,9.3,0.4,228.29,3.32,9.6,20,7,1.36
sludge BC,Sludge,Pristine,Pristine,800,3,5,0.775590551,37.6,0.85,5.7,0.2,152.2,1.82,377,9.3,0.25,479.02,1.95,3.2,20,3,0.0001
N sluge BC,Sludge,Heteroatom,Pristine,800,3,5,0.367047308,261.7,1.09,6.6,0.2,152.2,1.82,377,9.3,0.25,479.02,1.95,3.2,20,3,0.1048
sludge BC,Sludge,Pristine,Pristine,700,2,10,0.33882149,58.2,0.879,23,1.5,152.2,1.82,377,9.3,0.2283,253.279,0.89,1.6,5.06558,7,0.0038
Fe sludge BC,Sludge,Metal,Pristine,700,2,10,0.220392837,37.38,0.973,19,1.5,152.2,1.82,377,9.3,0.2283,253.279,0.89,1.6,5.06558,7,0.003
Sludge BC,Sludge,Pristine,Pristine,600,4,5,1.290909091,34.02,0.955,4.8,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.052
Sludge BC,Sludge,Pristine,Pristine,800,4,5,0.759152216,39.92,0.844,5.7,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.027
Activated sludge BC,Sludge,Acid,Acid,600,4,5,0.805327869,137.8,0.969,5.2,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.118
Activated sludge BC,Sludge,Acid,Acid,800,4,5,0.709497207,112.2,0.845,5.8,0.2,152.2,1.82,377,9.3,0.25,350.32,2.35,8.26,100,3.2,0.047
